Date,Primary Keywords,Location,Device Type,Organic_Traffic,Keywords_Ranking,Clicks,Impressions,CTR (%),Average_Position,Conversion_Rate (%),Top_Landing_Pages,Keyword_Difficulty,Organic_Revenue ($),Technical_SEO_Errors,Opportunity_Score,Action_Category
2023-01-05 12:00:00,eco-friendly clothing,Germany,Desktop,5034,27,2802,8038,4.72,11.19,14.64,Blog Post,32.1,4544.39,15,718.319928507596,Growth Opportunity
2023-01-05 13:00:00,organic cotton apparel,Australia,Desktop,9421,80,1327,33638,3.75,42.81,1.37,Homepage,17.53,8904.76,7,785.7509927587012,Low Priority
2023-01-05 14:00:00,organic cotton apparel,United Kingdom,Tablet,4956,91,1175,19424,7.17,17.24,9.28,Product Page,65.1,758.7,8,1126.6821345707658,Growth Opportunity
2023-01-05 15:00:00,sustainable outdoor gear,Australia,Desktop,8119,55,186,47168,1.42,32.25,11.15,Homepage,69.29,8492.32,19,1462.5736434108526,Low Priority
2023-01-05 16:00:00,eco-friendly accessories,United States,Laptop,6482,85,2254,8687,6.77,28.69,11.48,Category Page,69.59,816.9,18,302.7884280237016,Low Priority
2023-01-05 17:00:00,organic cotton apparel,Australia,Laptop,9889,76,2799,21724,5.46,17.15,10.67,Blog Post,40.37,7123.3,7,1266.7055393586006,Growth Opportunity
2023-01-05 18:00:00,eco-friendly clothing,United States,Laptop,9797,5,968,16170,2.45,43.09,3.17,Product Page,26.03,3821.64,2,375.2610814574147,Low Priority
2023-01-05 19:00:00,eco-friendly accessories,Canada,Mobile,4904,72,2338,17388,6.12,27.48,8.39,Product Page,64.92,1042.64,6,632.7510917030567,Low Priority
2023-01-05 20:00:00,eco-friendly accessories,United States,Mobile,3285,19,63,3968,6.92,24.39,5.04,Category Page,11.44,5617.5,16,162.68962689626898,Low Priority
2023-01-05 21:00:00,sustainable outdoor gear,Mexico,Desktop,9132,23,130,18925,2.65,23.95,2.22,Blog Post,43.78,9772.12,13,790.1878914405011,Low Priority
2023-01-05 22:00:00,eco-friendly clothing,United Kingdom,Laptop,5216,31,748,16600,5.52,13.37,10.55,Product Page,74.31,9837.42,15,1241.5856394913988,Growth Opportunity
2023-01-05 23:00:00,recycled fabric dresses,Canada,Mobile,4635,61,1655,31645,4.91,20.14,2.5,Homepage,19.71,2835.43,17,1571.251241310824,Low Priority
2023-01-06 00:00:00,sustainable outdoor gear,Mexico,Mobile,5616,10,2783,27776,2.22,11.67,11.96,Product Page,72.16,9530.37,9,2380.1199657240786,Growth Opportunity
2023-01-06 01:00:00,eco-friendly accessories,United Kingdom,Tablet,621,40,438,41881,0.51,19.95,8.3,Homepage,53.01,6506.16,3,2099.2982456140353,Growth Opportunity
2023-01-06 02:00:00,organic cotton apparel,Australia,Tablet,6459,90,2039,21598,6.24,41.27,0.75,Blog Post,41.06,6358.0,14,523.3341410225345,Low Priority
2023-01-06 03:00:00,vegan leather handbags,United States,Mobile,2167,16,2136,31711,5.41,37.35,13.91,Blog Post,88.95,3167.48,6,849.0227576974565,Low Priority
2023-01-06 04:00:00,eco-friendly clothing,Australia,Desktop,2024,34,1826,28490,2.94,6.33,10.6,Homepage,68.92,4042.46,11,4500.789889415482,Quick Win
2023-01-06 05:00:00,eco-friendly accessories,Mexico,Tablet,1109,12,891,23569,1.33,20.24,14.89,Homepage,37.22,7975.46,18,1164.4762845849805,Low Priority
2023-01-06 06:00:00,vegan leather handbags,United States,Desktop,2244,3,2294,38984,6.25,4.29,14.5,Product Page,87.99,8640.13,16,9087.179487179486,Quick Win
2023-01-06 07:00:00,recycled fabric dresses,Canada,Laptop,5110,47,2543,37640,3.14,34.3,2.26,Homepage,43.78,9073.09,15,1097.3760932944608,Low Priority
2023-01-06 08:00:00,sustainable outdoor gear,Australia,Laptop,9610,23,1928,38542,1.08,37.96,5.9,Blog Post,82.39,3283.43,6,1015.331928345627,Low Priority
2023-01-06 09:00:00,sustainable outdoor gear,Mexico,Laptop,2895,5,1860,17941,7.0,30.87,2.31,Blog Post,21.62,2121.69,13,581.1791383219955,Low Priority
2023-01-06 10:00:00,recycled fabric dresses,United States,Mobile,5615,82,2390,25499,9.33,34.89,11.25,Product Page,20.32,7099.02,8,730.8397821725423,Low Priority
2023-01-06 11:00:00,recycled fabric dresses,Germany,Mobile,6175,21,824,1310,2.8,44.88,8.39,Blog Post,31.07,9721.46,2,29.188948306595364,Low Priority
2023-01-06 12:00:00,eco-friendly clothing,United Kingdom,Mobile,5268,27,2974,48836,7.65,38.69,1.24,Category Page,41.13,6760.85,10,1262.2383044714397,Low Priority
2023-01-06 13:00:00,recycled fabric dresses,Germany,Tablet,3649,15,1171,3065,6.88,46.75,12.85,Product Page,39.35,5001.49,8,65.56149732620321,Low Priority
2023-01-06 14:00:00,eco-friendly clothing,Germany,Tablet,5589,73,474,35503,9.93,22.92,6.83,Blog Post,83.36,2498.4,17,1548.9965095986038,Low Priority
2023-01-06 15:00:00,vegan leather handbags,Mexico,Desktop,4484,5,723,16567,9.84,47.26,2.59,Product Page,31.31,9451.17,1,350.5501481168007,Low Priority
2023-01-06 16:00:00,eco-friendly accessories,United Kingdom,Desktop,7054,77,1410,1375,1.4,14.81,4.08,Product Page,59.3,9349.73,15,92.84267386900741,Growth Opportunity
2023-01-06 17:00:00,recycled fabric dresses,Mexico,Laptop,9238,84,1608,7812,7.05,37.09,1.96,Category Page,16.83,3006.76,10,210.6228093825829,Low Priority
2023-01-06 18:00:00,eco-friendly accessories,Canada,Tablet,5223,80,1391,12136,5.3,14.73,12.17,Blog Post,14.18,6502.85,4,823.8968092328581,Growth Opportunity
2023-01-06 19:00:00,recycled fabric dresses,Canada,Desktop,6765,36,213,28736,10.0,23.15,14.82,Product Page,56.45,5568.96,6,1241.2958963282938,Low Priority
2023-01-06 20:00:00,vegan leather handbags,Germany,Laptop,4500,7,1568,47227,4.92,8.08,4.71,Product Page,85.66,5387.72,4,5844.925742574257,Quick Win
2023-01-06 21:00:00,eco-friendly clothing,United States,Desktop,4701,42,766,30548,0.61,20.72,14.24,Category Page,52.04,6850.87,14,1474.3243243243244,Low Priority
2023-01-06 22:00:00,recycled fabric dresses,United Kingdom,Tablet,3139,33,399,26546,0.97,31.05,14.99,Category Page,44.53,4909.72,5,854.9436392914653,Low Priority
2023-01-06 23:00:00,eco-friendly accessories,Germany,Mobile,9595,96,2442,31448,4.83,12.3,11.23,Blog Post,72.71,3617.61,17,2556.7479674796746,Growth Opportunity
2023-01-07 00:00:00,vegan leather handbags,Germany,Mobile,3538,91,1758,22748,2.27,35.62,14.53,Category Page,82.46,5022.04,15,638.6299831555307,Low Priority
2023-01-07 01:00:00,sustainable outdoor gear,Australia,Laptop,6611,14,2177,37440,0.76,44.66,3.82,Blog Post,64.5,4424.47,4,838.3340797133901,Low Priority
2023-01-07 02:00:00,vegan leather handbags,United Kingdom,Desktop,5888,87,2326,23353,5.66,10.47,4.21,Homepage,48.19,9219.78,13,2230.468003820439,Growth Opportunity
2023-01-07 03:00:00,eco-friendly clothing,United States,Desktop,9764,2,128,8346,6.63,15.67,11.99,Homepage,10.0,6575.95,15,532.6100829610721,Growth Opportunity
2023-01-07 04:00:00,recycled fabric dresses,Germany,Mobile,569,38,2374,30349,7.45,37.88,14.44,Blog Post,50.84,886.1,14,801.1879619852165,Low Priority
2023-01-07 05:00:00,eco-friendly accessories,United Kingdom,Desktop,7226,25,2495,3964,7.79,42.2,11.89,Homepage,84.31,7592.6,0,93.93364928909952,Low Priority
2023-01-07 06:00:00,eco-friendly accessories,United States,Laptop,2008,40,541,49093,9.85,12.99,8.12,Product Page,27.84,5245.23,10,3779.2917628945343,Growth Opportunity
2023-01-07 07:00:00,organic cotton apparel,Australia,Desktop,4127,49,467,48193,8.1,10.81,4.17,Category Page,18.38,6750.1,15,4458.186864014801,Growth Opportunity
2023-01-07 08:00:00,recycled fabric dresses,Australia,Desktop,4977,26,990,25425,0.78,34.81,2.71,Product Page,11.53,2191.71,19,730.3935650675093,Low Priority
2023-01-07 09:00:00,vegan leather handbags,United Kingdom,Tablet,6144,99,2257,46011,1.38,19.57,7.19,Category Page,41.16,2743.57,13,2351.098620337251,Growth Opportunity
2023-01-07 10:00:00,vegan leather handbags,Mexico,Mobile,9708,4,2557,47010,6.74,46.65,7.9,Homepage,74.46,5882.23,18,1007.7170418006431,Low Priority
2023-01-07 11:00:00,eco-friendly clothing,Mexico,Mobile,2064,57,2713,43975,8.66,36.31,13.0,Product Page,83.73,5717.52,4,1211.0988708344807,Low Priority
2023-01-07 12:00:00,recycled fabric dresses,Mexico,Desktop,5334,44,1994,5239,8.12,12.06,8.38,Blog Post,33.03,9509.56,5,434.41127694859034,Growth Opportunity
2023-01-07 13:00:00,eco-friendly clothing,United States,Laptop,9435,42,2473,26014,4.16,34.11,14.65,Homepage,87.23,5384.05,1,762.6502491937848,Low Priority
2023-01-07 14:00:00,organic cotton apparel,Germany,Tablet,1798,99,2202,1038,1.2,27.64,2.79,Blog Post,54.17,6405.63,9,37.55426917510854,Low Priority
